VIN,Price,Model,Year,Drivetrain,Exterior Color,Interior Color,Wheels,Mileage,Location,History
5YJSA1S14FF080320,34300,Model S,2015,60Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",37800,"Cherry Hill, NJ",CLEAN
5YJSA1H26FFP78489,34800,Model S,2015,Dual Motor 85Kwh,Pearl White Multi-Coat,Grey,"19"" Sport Wheels",82769,,CLEAN
5YJSA1S24FF094095,35000,Model S,2015,Dual Motor 70Kwh,Red Multi-Coat,Black,"21"" Wheels",60591,"Lathrop, CA",CLEAN
5YJSA1E28FF118670,35300,Model S,2015,Dual Motor 85Kwh,Solid Black,Tan,"19"" Sport Wheels",78588,"Colorado Springs, CO",CLEAN
5YJSA1S22FF093401,35300,Model S,2015,Dual Motor 70Kwh,Deep Blue Metallic,Grey,"19"" Sport Wheels",46698,"Eatonville, FL",CLEAN
5YJSA1E25FF109893,36700,Model S,2015,Dual Motor 70Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",33665,"Hawthorne, CA",PREVIOUS ACCIDENT(S)
5YJSA1S22FF092815,37000,Model S,2015,Dual Motor 70Kwh,Deep Blue Metallic,Grey,"19"" Sport Wheels",27740,"Brooklyn, NY",PREVIOUS ACCIDENT(S)
5YJSA1S16FFP74717,37000,Model S,2015,60Kwh,Model X Grey,Black,"19"" Sport Wheels",42202,"Lathrop, CA",CLEAN
5YJSA1E18GF159731,37800,Model S,2016,75Kwh,Silver Metallic,Black Cloth,"19"" Sport Wheels",49010,"Cincinnati, OH",CLEAN
5YJSA1E10GF153583,37900,Model S,2016,75Kwh,Model X Grey,Black,"19"" Sport Wheels",43614,"Rocklin, CA",CLEAN
5YJSA1E16FF112325,38400,Model S,2015,70Kwh,Silver Metallic,Grey,"19"" Sport Wheels",21875,"Fremont, CA",CLEAN
5YJSA1E25FF106475,38400,Model S,2015,Dual Motor 70Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",31190,"Lathrop, CA",CLEAN
5YJSA1H15FF081595,38600,Model S,2015,85Kwh,Model X Grey,Grey,"19"" Sport Wheels",33536,"Lathrop, CA",CLEAN
5YJSA1E17GF160630,38900,Model S,2016,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",40702,"Lathrop, CA",CLEAN
5YJSA1E15GF120210,39100,Model S,2016,85Kwh,Solid Black,Grey,"19"" Sport Wheels",38932,"Fremont, CA",CLEAN
5YJSA1E13GF142948,39100,Model S,2016,75Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",37896,"Rockville, MD",CLEAN
5YJSA1S24FF100526,39200,Model S,2015,Dual Motor 70Kwh,Model X Grey,Grey,"19"" Sport Wheels",29784,,CLEAN
5YJSA1E14GF158494,39700,Model S,2016,75Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",40668,"Lathrop, CA",CLEAN
5YJSA1E25GF142149,39800,Model S,2016,Dual Motor 75Kwh,Pearl White Multi-Coat,Grey,"19"" Sport Wheels",45611,"Colorado Springs, CO",CLEAN
5YJSA1E18GF150138,39900,Model S,2016,75Kwh,Pearl White Multi-Coat,Black Cloth,"19"" Sport Wheels",33416,"Bellevue, WA",CLEAN
5YJSA1E15GF143292,40100,Model S,2016,75Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",28239,"Tampa, FL",PREVIOUS ACCIDENT(S)
5YJSA1E1XHF187001,40700,Model S,2017,75Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",50071,"Lathrop, CA",CLEAN
5YJSA1E28FF111931,40700,Model S,2015,Dual Motor 70Kwh,Solid Black,Black,"19"" Sport Wheels",39147,"Nashville, TN",CLEAN
5YJSA1E29GF151940,40700,Model S,2016,Dual Motor 75Kwh,Deep Blue Metallic,Grey,"19"" Sport Wheels",31740,"Nashville, TN",CLEAN
5YJSA1E1XGF174683,41000,Model S,2016,75Kwh,Deep Blue Metallic,Black Cloth,"19"" Sport Wheels",26040,"Lathrop, CA",CLEAN
5YJSA1E21GF134923,41200,Model S,2016,Dual Motor 70Kwh,Solid Black,Tan,"19"" Sport Wheels",26752,"Cincinnati, OH",CLEAN
5YJSA1E13GF150998,41600,Model S,2016,75Kwh,Model X Grey,Grey,"19"" Sport Wheels",30111,"Lathrop, CA",CLEAN
5YJSA1E28FF120113,41600,Model S,2015,Dual Motor 85Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",35532,"Lathrop, CA",CLEAN
5YJSA1E14GF160911,41600,Model S,2016,75Kwh,Pearl White Multi-Coat,Black,"19"" Sport Wheels",26449,"Chesterfield, MO",PREVIOUS ACCIDENT(S)
5YJSA1E13HF190919,41700,Model S,2017,75Kwh,Model X Grey,Black,"19"" Sport Wheels",26484,"Fremont, CA",CLEAN
5YJSA1E2XGF134211,41800,Model S,2016,Dual Motor 70Kwh,Model X Grey,Grey,"19"" Sport Wheels",27597,"Glen Allen, VA",CLEAN
5YJSA1E10GF177091,42000,Model S,2016,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",34729,"Eatonville, FL",CLEAN
5YJSA1E18HF208654,42000,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",39479,"Rocklin, CA",CLEAN
5YJSA1E11HF214103,42000,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",32547,"Lathrop, CA",CLEAN
5YJSA1E13GF158194,42100,Model S,2016,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",28844,,CLEAN
5YJSA1E12HF231315,42100,Model S,2017,75Kwh,Silver Metallic,Black Cloth,"19"" Sport Wheels",39844,"Lathrop, CA",CLEAN
5YJSA1E17HF215899,42400,Model S,2017,75Kwh,Deep Blue Metallic,Cream Premium,"19"" Sport Wheels",23939,"Lathrop, CA",CLEAN
5YJSA1E17HF225896,42500,Model S,2017,75Kwh,Solid Black,Cream Premium,"19"" Sport Wheels",26790,"Lathrop, CA",PREVIOUS ACCIDENT(S)
5YJSA1E19GF158474,43000,Model S,2016,75Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",22308,,CLEAN
5YJSA1E17HF194052,43200,Model S,2017,75Kwh,Deep Blue Metallic,Tan,"19"" Sport Wheels",20281,"Lathrop, CA",CLEAN
5YJSA1E15HF209714,43200,Model S,2017,75Kwh,Pearl White Multi-Coat,Black Cloth,"19"" Sport Wheels",25138,"Rocklin, CA",CLEAN
5YJSA1E17HF208838,43400,Model S,2017,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",19847,"Littleton, CO",CLEAN
5YJSA1E14HF232773,43400,Model S,2017,75Kwh,Pearl White Multi-Coat,White,"19"" Sport Wheels",38980,"Pomona, CA",CLEAN
