VIN,Price,Model,Year,Drivetrain,Exterior Color,Interior Color,Wheels,Mileage,Location,History
5YJSA1V23FF099767,35300,Model S,2015,Dual Motor 90Kwh,Model X Grey,Black,"19"" Sport Wheels",89333,"Las Vegas, NV",CLEAN
5YJSA1E10GF139649,36600,Model S,2016,75Kwh,Silver Metallic,Black,"19"" Sport Wheels",41896,"Littleton, CO",CLEAN
5YJSA1S21FF087878,37000,Model S,2015,Dual Motor 70Kwh,Model X Grey,Black,"19"" Sport Wheels",42186,"Carlsbad, CA",CLEAN
5YJSA1E12FF118381,37400,Model S,2015,70Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",37005,"Decatur, GA",CLEAN
5YJSA1E28GF144641,37400,Model S,2016,Dual Motor 75Kwh,Solid Black,Black,"19"" Sport Wheels",64145,,CLEAN
5YJSA1E1XGF175994,38000,Model S,2016,75Kwh,Model X Grey,Black Cloth,"19"" Sport Wheels",53473,"Denver, CO",CLEAN
5YJSA1E19GF154554,38000,Model S,2016,75Kwh,Deep Blue Metallic,Black Cloth,"19"" Sport Wheels",54166,"Carlsbad, CA",CLEAN
5YJSA1E10GF177401,38300,Model S,2016,75Kwh,Solid Black,Black,"19"" Sport Wheels",58536,"Atlanta, GA",CLEAN
5YJSA1S22FF092815,38300,Model S,2015,Dual Motor 70Kwh,Deep Blue Metallic,Grey,"19"" Sport Wheels",27739,"Raleigh, NC",PREVIOUS ACCIDENT(S)
5YJSA1E13HF205256,38300,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",52105,"Fremont, CA",PREVIOUS ACCIDENT(S)
5YJSA1E15GF120210,38400,Model S,2016,85Kwh,Solid Black,Grey,"19"" Sport Wheels",38879,"Reno, NV",CLEAN
5YJSA1E14GF150461,38400,Model S,2016,75Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",43624,"Littleton, CO",CLEAN
5YJSA1E10GF153583,38800,Model S,2016,75Kwh,Model X Grey,Black,"19"" Sport Wheels",43612,"Lathrop, CA",CLEAN
5YJSA1E16FF112325,39100,Model S,2015,70Kwh,Silver Metallic,Grey,"19"" Sport Wheels",21874,"Lathrop, CA",CLEAN
5YJSA1H16FF100932,39200,Model S,2015,85Kwh,Solid Black,Tan,"19"" Sport Wheels",29780,"Lathrop, CA",CLEAN
5YJSA1S2XFF094862,39200,Model S,2015,Dual Motor 70Kwh,Solid Black,Grey,"19"" Sport Wheels",32489,"Renton, WA",CLEAN
5YJSA1E28GF124437,39300,Model S,2016,Dual Motor 70Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",45509,"Lathrop, CA",CLEAN
5YJSA1E12GF143010,39400,Model S,2016,75Kwh,Model X Grey,Grey,"19"" Sport Wheels",43398,"Decatur, GA",CLEAN
5YJSA1E19GF153520,39400,Model S,2016,75Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",34834,"West Palm Beach, FL",PREVIOUS ACCIDENT(S)
5YJSA1E25FF106475,39400,Model S,2015,Dual Motor 70Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",31189,"Lathrop, CA",CLEAN
5YJSA1E19HF201034,39800,Model S,2017,75Kwh,Solid Black,Black,"19"" Sport Wheels",51166,"Marina Del Rey, CA",CLEAN
5YJSA1E11GF164074,39900,Model S,2016,75Kwh,Pearl White Multi-Coat,Black Cloth,"19"" Sport Wheels",39210,"Littleton, CO",CLEAN
5YJSA1E24FF119251,39900,Model S,2015,Dual Motor 70Kwh,Red Multi-Coat,Black,"19"" Sport Wheels",41589,"Portland, OR",CLEAN
5YJSA1E12GF154511,40000,Model S,2016,75Kwh,Model X Grey,Black,"19"" Sport Wheels",30355,"Hawthorne, CA",CLEAN
5YJSA1E1XGF176854,40600,Model S,2016,75Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",29899,"Lynnwood, WA",CLEAN
5YJSA1E14GF175165,40600,Model S,2016,75Kwh,Pearl White Multi-Coat,Tan,"19"" Sport Wheels",30454,"Lathrop, CA",CLEAN
5YJSA1E17GF160630,40900,Model S,2016,75Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",40701,"Lathrop, CA",CLEAN
5YJSA1E10HF213489,41300,Model S,2017,75Kwh,Red Multi-Coat,Black Cloth,"19"" Sport Wheels",34163,"Minneapolis, MN",CLEAN
5YJSA1E11HF177442,41400,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",45791,"San Jose, CA",CLEAN
5YJSA1S24FF100526,41500,Model S,2015,Dual Motor 70Kwh,Model X Grey,Grey,"19"" Sport Wheels",29782,,CLEAN
5YJSA1E24GF126279,41500,Model S,2016,Dual Motor 90Kwh,Model X Grey,Grey,"19"" Sport Wheels",62152,"Rockville, MD",CLEAN
